id,location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira,is_outlier,outlier_reason
644,Apete,7.457285,3.880883,201,2,1,1,2,Terraced House,Semi-Furnished,Renovated,1,12.7,0.62,4.0,6.1,7.4,4.0,2,2.8,12800000,False,
645,Challenge,7.343459,3.874315,200,2,1,2,1,Terraced House,Unfurnished,Renovated,0,13.1,2.83,6.9,6.2,6.7,7.1,3,3.8,7900000,False,
646,Challenge,7.347621,3.882846,266,3,4,4,2,Terraced House,Furnished,Renovated,0,9.4,0.91,9.0,6.9,5.9,7.6,3,3.8,10900000,True,distressed sale
647,Jericho,7.409982,3.886135,454,4,5,6,2,Duplex,Semi-Furnished,Renovated,4,5.1,0.24,7.0,9.7,7.9,9.9,4,4.8,136600000,False,
648,Jericho,7.402466,3.888458,424,4,3,5,2,Duplex,Semi-Furnished,New,2,8.8,1.59,9.1,8.7,9.0,10.0,4,4.8,135100000,False,
649,Oluyole Estate,7.358712,3.857544,163,2,2,2,1,Bungalow,Unfurnished,Old,2,9.3,1.12,7.9,7.4,7.1,7.9,4,4.2,15600000,False,
650,Oluyole Estate,7.356928,3.860301,368,4,4,5,1,Bungalow,Unfurnished,New,2,8.1,0.85,7.7,9.6,8.4,8.3,4,4.2,53600000,False,
651,Samonda,7.435156,3.922555,134,2,2,4,2,Terraced House,Unfurnished,Old,2,8.0,2.68,7.9,7.3,5.5,6.6,3,3.2,10200000,False,
652,Oluyole Estate,7.349439,3.855731,319,4,5,7,1,Bungalow,Semi-Furnished,Renovated,2,9.6,0.96,6.3,8.7,4.5,7.8,4,4.2,32300000,False,
653,Oluyole Estate,7.370717,3.873301,324,3,3,3,1,Bungalow,Semi-Furnished,Renovated,2,8.3,2.98,8.3,9.8,6.7,9.6,4,4.2,33100000,False,
654,Oluyole Estate,7.36195,3.855874,381,3,2,3,2,Duplex,Unfurnished,New,1,4.6,1.93,9.8,9.1,6.5,9.0,4,4.2,57300000,False,
655,Akobo,7.393253,3.914729,247,2,3,4,2,Terraced House,Semi-Furnished,Old,1,11.7,1.06,9.3,7.7,4.3,7.7,3,3.5,23900000,False,
656,Agodi GRA,7.413403,3.886875,280,3,2,2,2,Duplex,Unfurnished,Old,4,5.2,0.24,8.1,9.4,5.3,9.8,4,4.7,97000000,False,
657,Oluyole Estate,7.370613,3.869745,221,2,1,1,1,Bungalow,Semi-Furnished,Renovated,2,10.6,1.65,6.4,8.5,5.0,9.3,4,4.2,25400000,False,
658,Apete,7.453181,3.869798,119,1,1,1,1,Mini Flat,Unfurnished,Renovated,1,18.3,2.08,4.1,4.0,6.4,5.0,2,2.8,4200000,False,
659,Bodija,7.443599,3.922268,491,4,4,4,2,Duplex,Furnished,New,2,9.8,2.95,8.3,9.5,8.2,10.0,5,5.0,180000000,False,
660,Jericho,7.397734,3.886793,341,4,5,6,2,Detached House,Unfurnished,New,2,7.1,1.34,8.1,8.2,9.0,8.7,4,4.8,96600000,False,
661,Agodi GRA,7.405264,3.905082,200,3,4,4,1,Bungalow,Unfurnished,New,2,4.1,2.31,9.1,10.0,9.0,10.0,4,4.7,120800000,False,
662,Alalubosa,7.370098,3.852318,393,5,5,6,3,Detached House,Unfurnished,Renovated,2,4.8,2.13,8.1,8.2,6.9,7.1,4,4.3,66400000,False,
663,Alalubosa,7.386348,3.85183,475,4,4,4,2,Duplex,Furnished,Old,2,8.2,0.85,7.4,7.5,7.5,9.8,4,4.3,89700000,False,
664,Jericho,7.396697,3.881114,381,4,5,5,2,Duplex,Furnished,Renovated,4,4.9,1.6,6.8,9.4,6.6,10.0,4,4.8,189200000,False,
665,Alalubosa,7.382761,3.860149,334,4,3,3,1,Bungalow,Furnished,Renovated,3,5.6,2.1,4.7,7.7,9.0,8.6,4,4.3,75900000,False,
666,Samonda,7.413988,3.897157,189,2,3,4,1,Bungalow,Furnished,Renovated,1,7.9,2.17,5.5,4.1,4.1,5.3,3,3.2,15100000,False,
667,Agodi GRA,7.407023,3.900779,488,4,4,5,3,Detached House,Semi-Furnished,Renovated,3,3.7,2.61,10.0,9.2,7.8,9.6,4,4.7,229400000,False,
668,Samonda,7.444498,3.902022,388,4,5,6,1,Bungalow,Unfurnished,Renovated,0,7.6,1.21,4.5,6.3,3.6,7.3,3,3.2,29300000,False,
669,Jericho,7.40307,3.899482,325,3,2,2,1,Bungalow,Furnished,New,3,7.0,2.39,8.1,8.0,4.3,9.2,4,4.8,129000000,False,
670,Agodi GRA,7.411349,3.899803,577,5,5,5,1,Detached House,Unfurnished,New,3,6.8,2.66,8.1,8.0,9.0,9.5,4,4.7,280400000,False,
671,Bodija,7.449307,3.911275,365,3,4,4,2,Duplex,Semi-Furnished,New,4,12.6,1.48,8.9,9.6,9.0,10.0,5,5.0,106100000,False,
672,Akobo,7.393091,3.906205,265,4,3,3,1,Terraced House,Unfurnished,Renovated,0,8.0,1.77,8.5,5.4,7.9,8.0,3,3.5,20300000,False,
673,Alalubosa,7.380206,3.870432,364,3,4,4,2,Duplex,Furnished,Renovated,3,2.0,0.67,8.0,7.3,8.5,6.9,4,4.3,83900000,False,
674,Alalubosa,7.388842,3.862915,263,4,4,4,1,Bungalow,Unfurnished,Renovated,2,2.8,1.1,7.7,7.6,9.0,8.8,4,4.3,44500000,False,
675,Jericho,7.409523,3.883573,362,4,3,4,2,Detached House,Semi-Furnished,New,3,4.4,2.46,8.6,9.5,9.0,9.4,4,4.8,103300000,False,
676,Jericho,7.397048,3.887015,331,4,3,4,1,Detached House,Semi-Furnished,New,4,7.2,1.33,8.8,9.5,7.2,8.1,4,4.8,135600000,False,
677,Akobo,7.397659,3.919909,189,2,2,3,1,Terraced House,Semi-Furnished,Old,2,10.5,2.74,7.8,7.9,6.1,5.0,3,3.5,15400000,False,
678,Iyaganku GRA,7.413025,3.864842,260,3,4,5,1,Bungalow,Semi-Furnished,New,3,6.5,0.41,10.0,8.3,7.7,8.8,4,4.6,130500000,False,
679,Alalubosa,7.383717,3.852099,448,5,4,5,2,Duplex,Unfurnished,Old,2,3.1,2.85,8.0,6.0,6.1,7.0,4,4.3,54500000,False,
680,Apete,7.447393,3.867411,341,4,5,6,1,Bungalow,Unfurnished,Renovated,2,16.7,2.57,5.7,5.0,4.9,4.1,2,2.8,14800000,False,
681,Akobo,7.375621,3.909746,345,4,3,4,1,Bungalow,Unfurnished,Renovated,0,10.2,2.16,8.2,5.3,6.1,5.0,3,3.5,24000000,False,
682,Oluyole Estate,7.368784,3.867367,481,4,3,3,2,Duplex,Unfurnished,Renovated,2,9.5,1.77,7.6,7.5,8.0,8.1,4,4.2,54200000,False,
683,Bodija,7.429108,3.924393,320,3,4,4,1,Bungalow,Unfurnished,New,3,11.4,0.51,8.3,10.0,8.2,8.3,5,5.0,121700000,False,
684,Samonda,7.435678,3.906095,318,3,3,4,1,Bungalow,Unfurnished,New,0,7.9,0.9,6.1,5.9,3.7,7.7,3,3.2,23200000,False,
685,Samonda,7.429208,3.900692,203,3,2,2,1,Bungalow,Unfurnished,Old,1,11.4,0.74,5.8,5.3,4.7,5.1,3,3.2,9800000,False,
686,Samonda,7.433803,3.906626,127,1,2,3,1,Flat,Unfurnished,Renovated,1,9.6,2.42,5.7,4.8,4.5,4.4,3,3.2,10300000,False,
687,Akobo,7.392584,3.923082,393,5,4,5,1,Bungalow,Unfurnished,Old,1,6.3,2.2,5.8,6.7,8.3,8.2,3,3.5,18600000,False,
688,Akobo,7.400093,3.906959,292,2,1,1,1,Bungalow,Unfurnished,Old,0,11.5,0.68,6.6,4.1,6.7,8.5,3,3.5,18500000,False,
689,Akobo,7.388595,3.911209,153,2,2,2,2,Terraced House,Semi-Furnished,Renovated,1,10.5,0.15,8.2,8.7,4.3,6.9,3,3.5,16500000,False,
690,Samonda,7.435241,3.929046,265,3,3,3,1,Bungalow,Unfurnished,Old,1,9.8,0.4,4.8,4.0,6.5,4.8,3,3.2,16700000,False,
691,Jericho,7.412879,3.870504,570,5,4,5,3,Detached House,Furnished,Renovated,3,4.3,1.54,10.0,5.6,8.1,7.9,4,4.8,154100000,False,
692,Jericho,7.407733,3.886867,347,3,4,5,1,Bungalow,Furnished,Renovated,2,5.0,2.0,8.6,8.2,6.4,9.7,4,4.8,84000000,False,
693,Bodija,7.433866,3.907881,284,3,2,4,2,Duplex,Semi-Furnished,Old,2,8.9,0.61,10.0,9.0,9.0,9.7,5,5.0,55800000,False,
694,Oluyole Estate,7.378014,3.850053,597,6,5,5,2,Detached House,Unfurnished,New,3,9.5,0.11,9.0,7.2,6.4,7.4,4,4.2,69700000,False,
695,Oluyole Estate,7.359655,3.867605,349,4,5,5,1,Bungalow,Furnished,Renovated,3,7.5,1.39,5.2,8.8,7.9,7.3,4,4.2,40500000,False,
696,Samonda,7.444441,3.908213,115,1,2,2,1,Mini Flat,Unfurnished,Renovated,1,10.0,2.28,7.5,5.6,6.2,5.9,3,3.2,9200000,False,
697,Iyaganku GRA,7.401161,3.869387,352,4,5,6,3,Detached House,Furnished,New,4,2.7,1.64,5.6,7.9,9.0,7.2,4,4.6,175000000,False,
698,Oluyole Estate,7.345244,3.847401,365,4,3,4,2,Duplex,Unfurnished,New,3,10.6,0.72,7.4,9.0,6.0,7.0,4,4.2,47800000,False,
699,Bodija,7.436094,3.907562,175,2,3,3,1,Bungalow,Furnished,New,2,9.8,1.52,10.0,9.6,9.0,10.0,5,5.0,71500000,False,
700,Agodi GRA,7.4022,3.907317,579,6,5,7,1,Detached House,Semi-Furnished,New,3,6.8,2.37,7.6,9.1,6.1,9.8,4,4.7,282900000,False,
701,Challenge,7.34279,3.878881,247,4,4,4,2,Terraced House,Unfurnished,Renovated,1,13.4,0.32,9.3,8.0,4.3,5.8,3,3.8,13400000,False,
702,Challenge,7.32806,3.89131,165,2,2,2,1,Bungalow,Semi-Furnished,Old,1,11.1,2.16,4.9,8.1,6.9,8.6,3,3.8,8000000,False,
703,Jericho,7.410748,3.894244,510,5,5,5,3,Detached House,Furnished,New,3,5.6,2.94,10.0,9.4,9.0,9.9,4,4.8,247100000,False,
704,Challenge,7.344875,3.884224,358,4,5,7,1,Bungalow,Unfurnished,Renovated,2,13.7,0.76,7.0,6.8,5.1,7.3,3,3.8,16400000,False,
705,Agodi GRA,7.415569,3.895827,461,5,5,6,2,Detached House,Unfurnished,New,2,4.7,2.88,10.0,9.1,6.7,10.0,4,4.7,220200000,False,
706,Akobo,7.394414,3.899163,187,2,3,4,1,Bungalow,Semi-Furnished,Renovated,1,9.6,1.06,7.1,7.1,5.0,7.6,3,3.5,16500000,False,
707,Bodija,7.435458,3.916116,301,4,4,5,1,Detached House,Semi-Furnished,Renovated,3,7.2,0.77,9.3,9.9,8.3,9.2,5,5.0,110500000,False,
708,Bodija,7.433466,3.907512,347,4,4,5,1,Bungalow,Unfurnished,New,2,8.8,1.78,10.0,9.5,9.0,10.0,5,5.0,103700000,False,
709,Iyaganku GRA,7.375076,3.875067,191,2,1,1,1,Bungalow,Semi-Furnished,Renovated,4,7.7,0.41,10.0,9.1,5.7,8.4,4,4.6,101000000,False,
710,Agodi GRA,7.404356,3.895169,371,4,3,4,1,Bungalow,Furnished,Renovated,3,5.4,2.93,9.5,9.4,6.8,8.8,4,4.7,152000000,False,
711,Alalubosa,7.376428,3.85884,443,6,5,5,2,Detached House,Furnished,Renovated,1,4.8,2.5,5.9,7.2,6.9,8.7,4,4.3,113400000,False,
712,Oluyole Estate,7.374942,3.868142,176,3,4,5,1,Bungalow,Unfurnished,New,3,4.7,1.0,8.7,7.1,6.6,6.9,4,4.2,31100000,False,
713,Alalubosa,7.379136,3.847977,331,4,4,6,1,Bungalow,Furnished,Renovated,1,5.8,1.26,8.4,6.6,4.6,8.2,4,4.3,86400000,False,
714,Iyaganku GRA,7.397231,3.865629,315,3,3,3,2,Duplex,Semi-Furnished,New,3,2.0,2.78,7.3,10.0,7.3,8.4,4,4.6,164800000,False,
715,Bodija,7.436427,3.924664,475,4,4,4,2,Detached House,Furnished,Renovated,2,4.5,1.18,10.0,10.0,9.0,9.5,5,5.0,127400000,False,
716,Bodija,7.43888,3.898615,452,3,3,3,2,Duplex,Semi-Furnished,New,3,8.1,1.15,9.8,10.0,8.1,9.4,5,5.0,147200000,False,
717,Akobo,7.396505,3.920789,204,3,2,2,2,Terraced House,Unfurnished,Renovated,1,9.6,0.74,5.8,8.3,5.8,7.8,3,3.5,21900000,False,
718,Agodi GRA,7.408823,3.911319,304,3,3,3,1,Bungalow,Furnished,Renovated,3,5.9,1.25,10.0,9.4,8.0,9.8,4,4.7,123800000,False,
719,Jericho,7.409987,3.871322,428,4,3,3,2,Duplex,Unfurnished,Renovated,2,6.6,1.96,7.4,10.0,6.7,9.7,4,4.8,111100000,False,
720,Oluyole Estate,7.36358,3.859254,240,2,1,2,1,Bungalow,Unfurnished,Renovated,1,8.9,0.27,8.1,7.1,4.0,7.5,4,4.2,24900000,False,
721,Iyaganku GRA,7.411473,3.880582,472,5,5,6,2,Detached House,Unfurnished,New,3,2.0,1.98,10.0,8.7,8.7,8.2,4,4.6,208200000,False,
722,Akobo,7.390903,3.904444,189,3,3,3,1,Flat,Unfurnished,Old,0,9.5,0.24,6.6,8.3,5.3,8.4,3,3.5,12000000,False,
723,Jericho,7.40911,3.883808,481,4,3,4,2,Duplex,Unfurnished,Renovated,3,4.4,0.47,10.0,8.5,5.9,10.0,4,4.8,136700000,False,
724,Akobo,7.384126,3.919785,258,3,3,3,1,Terraced House,Unfurnished,Old,0,11.6,0.77,8.0,7.4,6.6,6.6,3,3.5,15100000,False,
725,Oluyole Estate,7.360703,3.853484,390,3,4,4,2,Duplex,Furnished,Old,2,3.7,0.77,9.3,9.3,7.3,7.0,4,4.2,41900000,False,
726,Bodija,7.428166,3.910748,300,4,4,5,2,Detached House,Furnished,New,2,7.5,2.47,10.0,9.9,7.8,10.0,5,5.0,133900000,False,
727,Agodi GRA,7.416045,3.887825,471,4,4,5,2,Detached House,Furnished,Old,2,7.0,1.23,7.6,7.4,6.2,10.0,4,4.7,207200000,False,
728,Alalubosa,7.384706,3.86181,360,4,3,4,2,Duplex,Unfurnished,Old,1,2.0,2.25,9.2,7.3,6.5,8.8,4,4.3,57900000,False,
729,Bodija,7.444506,3.918903,339,4,5,6,2,Detached House,Furnished,New,3,7.7,2.27,10.0,9.3,8.8,10.0,5,5.0,126900000,False,
730,Alalubosa,7.385398,3.872392,175,2,2,2,1,Bungalow,Unfurnished,Renovated,3,4.3,1.7,8.2,7.6,4.2,7.0,4,4.3,41000000,False,
731,Iyaganku GRA,7.387921,3.885799,441,4,4,5,2,Duplex,Unfurnished,New,3,5.3,1.08,9.3,10.0,7.8,8.2,4,4.6,239700000,False,
732,Bodija,7.437177,3.918205,479,4,3,3,2,Detached House,Unfurnished,Renovated,3,9.1,2.9,9.3,10.0,9.0,9.6,5,5.0,144400000,False,
733,Jericho,7.400615,3.891948,493,4,3,3,1,Detached House,Unfurnished,Renovated,2,10.1,1.7,9.0,8.4,7.7,9.7,4,4.8,137300000,False,
734,Bodija,7.426325,3.918887,445,4,4,5,2,Detached House,Unfurnished,New,3,10.7,0.95,8.5,10.0,6.1,9.8,5,5.0,119200000,False,
735,Oluyole Estate,7.357498,3.8661,203,2,1,1,1,Bungalow,Furnished,New,2,9.2,2.24,4.9,7.6,8.7,6.8,4,4.2,40100000,False,
736,Bodija,7.415665,3.910079,479,4,4,4,1,Detached House,Unfurnished,Renovated,2,7.5,0.13,9.0,8.6,9.0,9.6,5,5.0,120700000,False,
737,Akobo,7.405676,3.921581,131,1,1,2,1,Flat,Semi-Furnished,New,1,13.2,2.09,6.7,7.9,8.0,6.5,3,3.5,11600000,False,
738,Oluyole Estate,7.371245,3.857382,346,3,3,5,2,Duplex,Unfurnished,Renovated,1,5.0,0.82,9.5,10.0,6.9,8.6,4,4.2,48000000,False,
739,Jericho,7.404689,3.883822,386,3,2,2,2,Duplex,Semi-Furnished,Renovated,4,7.7,2.89,10.0,9.4,8.3,8.9,4,4.8,130800000,False,
740,Bodija,7.45556,3.906037,270,3,2,3,2,Duplex,Semi-Furnished,New,2,6.9,0.4,10.0,9.7,7.1,9.4,5,5.0,92000000,False,
741,Agodi GRA,7.415555,3.915698,339,4,3,3,3,Detached House,Unfurnished,New,2,5.8,0.79,10.0,9.9,6.5,7.3,4,4.7,174000000,False,
742,Oluyole Estate,7.363864,3.851474,179,2,3,3,1,Terraced House,Unfurnished,Old,1,7.2,0.62,8.5,7.8,6.0,6.5,4,4.2,22100000,False,
743,Jericho,7.410592,3.875564,417,3,2,3,2,Duplex,Semi-Furnished,Old,4,7.1,1.75,10.0,9.8,8.2,7.1,4,4.8,103300000,False,
744,Agodi GRA,7.390869,3.892463,571,5,4,5,2,Detached House,Semi-Furnished,Renovated,4,6.5,2.68,4.5,9.2,9.0,10.0,4,4.7,234900000,False,
745,Agodi GRA,7.415471,3.900658,402,3,2,2,2,Duplex,Semi-Furnished,Renovated,2,4.4,2.04,8.0,10.0,9.0,8.7,4,4.7,167400000,False,
746,Jericho,7.404062,3.911302,293,3,3,4,2,Duplex,Unfurnished,Renovated,4,5.9,2.01,8.9,8.1,7.7,10.0,4,4.8,94100000,False,
747,Agodi GRA,7.416971,3.896591,334,4,3,4,3,Detached House,Semi-Furnished,New,4,9.0,1.82,7.6,9.7,9.0,8.8,4,4.7,190800000,False,
748,Bodija,7.448309,3.917724,357,4,4,4,2,Duplex,Furnished,Renovated,3,7.2,0.84,9.3,8.6,9.0,9.7,5,5.0,126000000,False,
749,Oluyole Estate,7.360854,3.856324,389,4,3,5,2,Duplex,Furnished,Renovated,2,7.1,0.45,8.0,10.0,5.5,9.0,4,4.2,57100000,False,
750,Oluyole Estate,7.368762,3.861321,294,3,3,3,2,Duplex,Semi-Furnished,New,3,11.2,0.42,9.5,9.3,9.0,7.1,4,4.2,46000000,False,
751,Akobo,7.389509,3.929148,199,2,1,3,1,Bungalow,Unfurnished,Old,2,8.2,1.2,8.4,7.8,5.2,5.7,3,3.5,14800000,False,
752,Oluyole Estate,7.367716,3.85793,424,3,2,2,2,Duplex,Semi-Furnished,Renovated,2,7.6,1.24,8.4,6.3,8.4,7.4,4,4.2,51000000,False,
753,Samonda,7.435067,3.899566,87,1,2,3,1,Mini Flat,Unfurnished,Renovated,1,12.7,2.2,5.1,6.8,3.6,4.4,3,3.2,6600000,False,
754,Jericho,7.402275,3.869421,353,3,4,5,2,Duplex,Semi-Furnished,Renovated,3,6.0,0.4,8.7,8.4,8.1,9.9,4,4.8,104200000,False,
755,Samonda,7.43532,3.907414,354,4,4,4,1,Bungalow,Unfurnished,Renovated,2,8.5,2.71,4.9,7.4,3.0,6.2,3,3.2,29200000,False,
756,Iyaganku GRA,7.400931,3.862765,343,4,3,3,1,Detached House,Furnished,New,3,4.9,0.43,8.4,8.3,9.0,8.9,4,4.6,236200000,False,
757,Alalubosa,7.380899,3.867106,188,2,3,4,2,Terraced House,Furnished,New,2,4.2,2.03,7.0,7.9,7.2,8.1,4,4.3,42400000,False,
758,Samonda,7.434422,3.917368,116,2,3,3,1,Mini Flat,Furnished,Old,2,12.6,2.3,4.5,6.8,3.5,5.5,3,3.2,15900000,False,
759,Alalubosa,7.375527,3.854283,256,4,4,5,1,Terraced House,Furnished,Renovated,2,2.0,0.72,6.3,8.2,6.0,8.6,4,4.3,70100000,False,
760,Oluyole Estate,7.35331,3.862938,430,5,5,7,3,Detached House,Unfurnished,Renovated,3,7.4,1.47,10.0,6.7,8.2,5.8,4,4.2,62800000,False,
761,Samonda,7.442634,3.908776,91,1,1,1,1,Mini Flat,Unfurnished,Renovated,2,12.3,2.55,8.1,7.3,3.8,6.8,3,3.2,8100000,False,
762,Bodija,7.435873,3.906418,343,4,5,6,2,Duplex,Semi-Furnished,New,3,6.9,2.17,10.0,10.0,9.0,8.5,5,5.0,135200000,False,
763,Jericho,7.406091,3.877232,254,3,2,2,2,Duplex,Semi-Furnished,New,3,7.0,1.97,9.9,8.1,9.0,8.0,4,4.8,84200000,False,
764,Akobo,7.405784,3.921246,382,4,3,3,1,Bungalow,Unfurnished,New,2,10.3,1.4,5.7,7.6,4.5,6.1,3,3.5,39000000,False,
765,Apete,7.451113,3.873548,152,1,1,3,1,Flat,Unfurnished,Old,1,18.5,2.06,4.0,4.0,4.4,6.0,2,2.8,4400000,False,
766,Alalubosa,7.379423,3.86214,171,2,3,4,2,Terraced House,Semi-Furnished,Old,2,2.5,1.6,9.6,9.6,6.8,8.9,4,4.3,31300000,False,
767,Apete,7.447335,3.868631,363,5,5,5,1,Bungalow,Unfurnished,Old,0,16.5,0.53,7.5,5.6,4.5,4.7,2,2.8,15900000,False,
768,Akobo,7.403477,3.912864,122,1,2,2,1,Flat,Unfurnished,Old,1,12.1,1.94,9.3,6.7,5.1,7.5,3,3.5,7600000,False,
769,Bodija,7.447457,3.915847,280,3,4,5,2,Duplex,Furnished,New,2,7.4,0.51,6.8,9.4,9.0,10.0,5,5.0,135500000,False,
770,Oluyole Estate,7.344781,3.858154,335,3,4,6,1,Bungalow,Semi-Furnished,Renovated,3,9.2,0.69,7.8,7.7,6.2,8.0,4,4.2,46800000,False,
771,Iyaganku GRA,7.380145,3.86462,335,4,3,4,2,Detached House,Unfurnished,New,4,7.4,2.27,8.9,9.7,6.4,9.2,4,4.6,175500000,False,
772,Oluyole Estate,7.378278,3.860582,320,3,3,3,2,Duplex,Furnished,New,2,5.0,0.87,9.7,6.4,7.0,9.0,4,4.2,74600000,False,
773,Oluyole Estate,7.36263,3.863457,128,2,3,4,2,Terraced House,Furnished,Old,2,4.9,1.62,7.7,6.3,7.2,7.0,4,4.2,17700000,False,
774,Akobo,7.382175,3.928511,156,2,1,2,1,Terraced House,Unfurnished,Renovated,2,14.3,1.72,7.7,7.6,9.0,5.9,3,3.5,9300000,False,
775,Iyaganku GRA,7.384341,3.876868,574,4,5,5,2,Detached House,Unfurnished,New,2,3.0,0.7,9.1,10.0,7.6,8.1,4,4.6,213600000,False,
776,Jericho,7.410319,3.886325,583,6,5,5,3,Detached House,Furnished,New,2,7.1,2.13,8.7,8.5,8.0,9.1,4,4.8,247200000,False,
777,Challenge,7.327874,3.885617,86,1,2,2,1,Flat,Unfurnished,Old,1,11.2,1.24,5.8,7.6,8.0,4.8,3,3.8,3300000,False,
778,Oluyole Estate,7.356206,3.850615,211,3,3,4,2,Terraced House,Semi-Furnished,New,2,8.9,1.45,6.6,8.6,7.5,8.1,4,4.2,49800000,False,
779,Iyaganku GRA,7.384654,3.874308,456,4,3,4,2,Duplex,Furnished,New,4,2.1,2.16,9.0,8.7,7.9,10.0,4,4.6,245200000,False,
780,Jericho,7.406144,3.881761,291,3,2,3,2,Duplex,Furnished,New,3,7.3,2.44,9.7,8.4,7.7,9.5,4,4.8,116500000,False,
781,Bodija,7.436486,3.924093,529,5,5,7,2,Detached House,Unfurnished,Renovated,2,6.6,0.62,9.6,9.0,9.0,9.3,5,5.0,162800000,False,
782,Jericho,7.411925,3.883951,485,5,4,4,2,Duplex,Semi-Furnished,New,3,5.0,0.89,9.5,9.9,9.0,7.0,4,4.8,197500000,False,
783,Bodija,7.4311,3.918143,342,3,3,4,2,Duplex,Unfurnished,New,4,7.7,1.54,10.0,10.0,8.9,9.7,5,5.0,133100000,False,
784,Alalubosa,7.372286,3.854206,159,2,2,4,1,Terraced House,Unfurnished,New,2,6.6,0.32,10.0,9.4,6.0,8.9,4,4.3,40000000,False,
785,Iyaganku GRA,7.394886,3.869913,402,4,3,3,3,Detached House,Semi-Furnished,Renovated,4,3.4,2.48,8.3,7.2,8.6,7.4,4,4.6,178800000,False,
786,Akobo,7.412916,3.927824,138,2,3,5,1,Terraced House,Unfurnished,Old,1,10.1,1.35,5.5,7.0,8.1,7.8,3,3.5,8800000,False,
787,Bodija,7.4346,3.909417,589,5,5,6,1,Detached House,Semi-Furnished,Old,2,8.0,2.59,10.0,10.0,9.0,10.0,5,5.0,171500000,False,
788,Bodija,7.423847,3.921165,540,5,4,4,2,Detached House,Furnished,Renovated,4,6.2,2.03,10.0,10.0,9.0,10.0,5,5.0,188700000,False,
789,Oluyole Estate,7.36876,3.86244,204,2,2,2,1,Bungalow,Furnished,New,1,2.0,0.33,5.7,6.3,7.1,8.2,4,4.2,29100000,False,
790,Alalubosa,7.381049,3.856752,298,3,2,2,2,Terraced House,Unfurnished,Renovated,1,2.8,2.58,7.6,9.3,9.0,9.2,4,4.3,54200000,False,
791,Akobo,7.403895,3.922574,249,2,2,2,1,Bungalow,Unfurnished,Old,0,10.0,1.19,6.3,7.9,6.1,7.1,3,3.5,13800000,False,
792,Challenge,7.352674,3.873655,180,2,3,4,1,Flat,Unfurnished,Renovated,1,13.7,2.59,8.9,7.5,6.4,8.5,3,3.8,9000000,False,
793,Alalubosa,7.36259,3.855493,241,2,2,2,1,Bungalow,Unfurnished,Renovated,3,5.3,2.96,10.0,8.2,7.3,6.7,4,4.3,33400000,False,
794,Oluyole Estate,7.364449,3.869905,402,3,3,4,2,Duplex,Furnished,Renovated,1,8.2,2.62,9.7,8.4,9.0,10.0,4,4.2,52400000,False,
795,Iyaganku GRA,7.39571,3.876003,375,4,5,6,1,Bungalow,Unfurnished,New,3,4.0,0.47,9.1,10.0,5.9,8.7,4,4.6,194500000,False,
796,Alalubosa,7.389793,3.851335,257,3,4,4,1,Bungalow,Unfurnished,Renovated,3,4.1,2.05,7.4,9.0,6.4,7.7,4,4.3,60100000,False,
797,Jericho,7.399424,3.8693,339,4,5,6,2,Detached House,Furnished,Renovated,3,5.3,0.63,8.6,7.6,7.1,7.9,4,4.8,104400000,False,
798,Oluyole Estate,7.358038,3.851971,189,2,2,2,2,Terraced House,Furnished,New,2,11.1,1.76,9.1,8.5,6.3,8.3,4,4.2,44800000,False,
799,Oluyole Estate,7.376544,3.856377,153,2,2,2,1,Bungalow,Unfurnished,Renovated,1,6.4,1.28,9.7,8.1,5.1,8.6,4,4.2,24500000,False,
800,Jericho,7.397979,3.879183,267,3,4,4,2,Duplex,Semi-Furnished,Renovated,3,5.9,2.12,7.7,7.7,9.0,8.7,4,4.8,85800000,False,
801,Bodija,7.439997,3.92128,367,4,4,5,2,Detached House,Unfurnished,New,3,9.3,0.38,10.0,10.0,8.2,10.0,5,5.0,102200000,False,
802,Oluyole Estate,7.351053,3.840638,193,2,2,2,1,Bungalow,Furnished,Old,1,4.0,0.13,8.7,10.0,9.0,8.0,4,4.2,21800000,False,
803,Agodi GRA,7.41577,3.898934,278,3,3,4,2,Duplex,Unfurnished,New,3,4.3,1.73,10.0,10.0,8.5,10.0,4,4.7,152600000,False,
804,Agodi GRA,7.385585,3.898544,553,6,5,5,2,Detached House,Unfurnished,Renovated,3,6.6,2.21,10.0,7.6,9.0,8.5,4,4.7,235700000,False,
805,Apete,7.453562,3.865602,150,2,3,5,1,Bungalow,Semi-Furnished,Renovated,2,14.0,1.75,4.0,6.0,3.0,4.1,2,2.8,6900000,False,
806,Alalubosa,7.398281,3.844281,265,3,2,4,1,Terraced House,Unfurnished,Old,1,4.5,0.53,9.0,5.8,4.3,7.4,4,4.3,45700000,False,
807,Jericho,7.402053,3.891203,287,3,4,4,2,Duplex,Unfurnished,Renovated,2,3.4,1.64,8.5,9.6,4.6,8.6,4,4.8,89400000,False,
808,Samonda,7.438342,3.90032,157,2,3,3,1,Terraced House,Furnished,Renovated,1,10.1,1.24,6.5,8.0,7.6,4.0,3,3.2,13900000,False,
