location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira
Jericho,7.404055,3.875513,380,3,4,4,2,Duplex,Semi-Furnished,New,2,5.6,2.29,10.0,9.4,8.5,8.5,4,4.8,118400000
Jericho,7.390704,3.889595,543,5,5,5,1,Detached House,Furnished,New,2,5.2,2.04,10.0,10.0,8.0,8.5,4,4.8,187300000
Challenge,7.326822,3.889944,142,2,1,3,2,Terraced House,Unfurnished,Renovated,1,12.3,2.28,7.2,8.7,8.2,7.2,3,3.8,6200000
Challenge,7.345831,3.871743,237,2,2,2,2,Terraced House,Semi-Furnished,Renovated,0,14.3,2.43,5.9,6.6,7.2,7.1,3,3.8,9100000
Apete,7.446108,3.872559,159,2,3,4,1,Bungalow,Unfurnished,New,0,16.2,2.3,4.1,6.7,3.3,4.3,2,2.8,6700000
Oluyole Estate,7.370717,3.873301,324,3,3,3,1,Bungalow,Semi-Furnished,Renovated,2,8.3,2.98,8.3,9.8,6.7,9.6,4,4.2,33100000
Challenge,7.328055,3.874533,206,3,4,5,2,Terraced House,Unfurnished,Old,1,12.3,1.6,5.7,8.7,7.5,7.8,3,3.8,13000000
Agodi GRA,7.385849,3.907976,367,3,2,3,2,Duplex,Unfurnished,Renovated,2,4.6,1.76,6.2,9.1,7.7,9.7,4,4.7,115800000
Oluyole Estate,7.3422,3.860676,376,4,3,4,1,Bungalow,Unfurnished,New,2,9.6,0.67,8.8,8.9,9.0,7.7,4,4.2,59700000
Iyaganku GRA,7.397231,3.865629,315,3,3,3,2,Duplex,Semi-Furnished,New,3,2.0,2.78,7.3,10.0,7.3,8.4,4,4.6,164800000
Akobo,7.391365,3.919282,134,2,2,4,2,Terraced House,Unfurnished,Renovated,1,8.7,2.9,6.1,5.1,7.6,6.5,3,3.5,10000000
Iyaganku GRA,7.39383,3.860377,190,2,1,1,1,Bungalow,Furnished,Renovated,3,7.9,0.96,7.4,9.5,5.8,8.5,4,4.6,104200000
Oluyole Estate,7.341653,3.873021,337,4,3,4,3,Detached House,Semi-Furnished,Renovated,1,8.9,1.97,9.8,9.4,6.8,7.9,4,4.2,42400000
Bodija,7.448475,3.898213,301,4,3,4,1,Detached House,Furnished,New,4,7.8,0.74,9.4,8.4,8.0,9.5,5,5.0,116300000
Jericho,7.406787,3.885765,440,4,4,6,2,Duplex,Furnished,Old,3,5.3,1.23,8.5,9.8,9.0,6.4,4,4.8,133700000
Oluyole Estate,7.361814,3.850752,287,3,3,3,2,Terraced House,Unfurnished,New,1,5.2,2.23,9.6,6.6,4.6,7.7,4,4.2,39900000
Akobo,7.41106,3.901977,280,2,1,2,1,Terraced House,Unfurnished,Renovated,2,11.0,1.53,8.1,6.7,8.2,7.2,3,3.5,18500000
Samonda,7.429739,3.897564,308,3,2,3,1,Bungalow,Unfurnished,Renovated,1,10.4,2.3,6.0,6.9,5.0,6.1,3,3.2,21800000
Challenge,7.327526,3.885039,136,2,1,3,1,Flat,Unfurnished,Renovated,1,13.5,2.29,7.5,6.5,9.0,6.9,3,3.8,6600000
Jericho,7.408066,3.880129,231,2,2,3,1,Bungalow,Unfurnished,New,2,6.2,0.24,7.1,8.8,7.1,10.0,4,4.8,67700000
Bodija,7.434783,3.914677,304,4,3,4,1,Detached House,Semi-Furnished,Renovated,3,8.8,1.62,10.0,10.0,8.5,9.5,5,5.0,70400000
Oluyole Estate,7.361987,3.846915,501,5,5,5,2,Detached House,Semi-Furnished,New,3,10.4,2.3,8.7,8.8,5.9,9.2,4,4.2,99400000
Challenge,7.34111,3.875074,258,2,3,4,1,Bungalow,Furnished,New,1,13.9,0.9,7.3,6.8,6.6,6.2,3,3.8,13100000
Bodija,7.449633,3.913834,406,4,4,5,2,Duplex,Furnished,Renovated,3,13.3,2.76,10.0,9.7,9.0,10.0,5,5.0,173600000
Alalubosa,7.392349,3.862807,177,2,3,3,2,Terraced House,Furnished,Renovated,2,2.8,0.97,8.3,8.1,5.4,7.5,4,4.3,60300000
Oluyole Estate,7.366423,3.855708,218,2,3,3,2,Terraced House,Unfurnished,Renovated,3,6.5,1.92,7.1,8.5,6.8,6.7,4,4.2,32500000
Bodija,7.412391,3.901936,157,2,3,4,1,Bungalow,Semi-Furnished,New,4,8.8,1.39,9.9,10.0,9.0,7.7,5,5.0,77400000
Challenge,7.33978,3.871698,362,4,4,4,1,Bungalow,Semi-Furnished,New,1,16.1,2.32,4.9,5.9,3.0,7.5,3,3.8,16700000
Samonda,7.434742,3.912506,105,1,1,1,1,Mini Flat,Unfurnished,Renovated,2,10.9,1.48,5.8,7.4,4.8,6.0,3,3.2,7000000
Oluyole Estate,7.367501,3.860333,311,3,3,4,2,Duplex,Furnished,Old,2,10.1,1.78,9.1,8.6,6.6,8.2,4,4.2,31700000
Bodija,7.443185,3.924312,197,2,3,3,1,Bungalow,Semi-Furnished,Renovated,3,8.9,1.0,9.8,8.4,9.0,9.6,5,5.0,61700000
Samonda,7.423204,3.907526,160,2,1,1,2,Terraced House,Unfurnished,Old,1,10.7,1.27,6.1,4.0,3.0,7.8,3,3.2,10700000
Akobo,7.402995,3.913616,285,3,2,2,1,Terraced House,Unfurnished,Renovated,0,9.1,1.31,5.7,7.8,5.6,7.2,3,3.5,19100000
Oluyole Estate,7.358086,3.853179,351,4,3,3,1,Bungalow,Furnished,Old,1,7.6,0.66,5.5,9.3,8.8,8.4,4,4.2,35000000
Jericho,7.41125,3.88162,476,5,5,5,2,Duplex,Semi-Furnished,New,3,8.3,1.34,8.8,10.0,7.1,7.6,4,4.8,169600000
Iyaganku GRA,7.391526,3.861196,378,4,5,6,2,Detached House,Furnished,New,3,7.3,0.91,9.3,7.4,6.9,8.4,4,4.6,314000000
Iyaganku GRA,7.415095,3.866575,401,3,3,4,2,Duplex,Furnished,Renovated,4,2.0,0.87,10.0,10.0,7.6,9.5,4,4.6,192800000
Oluyole Estate,7.359833,3.865028,218,2,2,3,1,Bungalow,Furnished,New,2,7.0,0.25,4.6,7.6,6.5,6.6,4,4.2,34800000
Samonda,7.42725,3.909971,324,4,5,7,1,Bungalow,Unfurnished,New,1,11.1,0.58,5.8,4.9,3.4,6.1,3,3.2,27300000
Akobo,7.389509,3.929148,199,2,1,3,1,Bungalow,Unfurnished,Old,2,8.2,1.2,8.4,7.8,5.2,5.7,3,3.5,14800000
Apete,7.453181,3.869798,119,1,1,1,1,Mini Flat,Unfurnished,Renovated,1,18.3,2.08,4.1,4.0,6.4,5.0,2,2.8,4200000
Samonda,7.43167,3.909707,112,2,3,3,1,Mini Flat,Unfurnished,Renovated,2,8.8,1.26,6.8,5.6,5.1,4.7,3,3.2,13300000
Jericho,7.400615,3.891948,493,4,3,3,1,Detached House,Unfurnished,Renovated,2,10.1,1.7,9.0,8.4,7.7,9.7,4,4.8,137300000
Oluyole Estate,7.355388,3.863263,292,3,2,3,1,Terraced House,Semi-Furnished,Renovated,3,9.1,2.28,7.5,8.1,6.5,10.0,4,4.2,41000000
Oluyole Estate,7.364732,3.851781,456,4,3,4,2,Duplex,Semi-Furnished,Renovated,3,8.7,2.36,10.0,7.4,8.1,7.5,4,4.2,44200000
Bodija,7.435923,3.9042,513,5,4,6,3,Detached House,Furnished,New,2,8.0,0.67,10.0,7.6,8.3,9.3,5,5.0,142700000
Bodija,7.431048,3.926375,319,4,4,4,1,Detached House,Semi-Furnished,Renovated,3,10.3,1.45,10.0,8.2,8.9,10.0,5,5.0,96400000
Oluyole Estate,7.361872,3.866337,327,4,4,5,2,Detached House,Furnished,Renovated,2,7.4,0.72,9.2,5.0,8.5,8.0,4,4.2,45100000
Challenge,7.346873,3.86846,90,1,1,1,1,Flat,Semi-Furnished,Renovated,1,10.8,2.12,10.0,6.4,7.4,9.0,3,3.8,5400000
Agodi GRA,7.405586,3.891574,320,4,5,5,3,Detached House,Semi-Furnished,New,2,6.7,2.93,7.3,9.2,9.0,9.7,4,4.7,216700000
Challenge,7.345661,3.873178,297,4,5,5,1,Bungalow,Unfurnished,New,1,15.4,1.76,8.2,6.0,5.8,6.3,3,3.8,23500000
Oluyole Estate,7.355924,3.853781,168,2,1,1,2,Terraced House,Unfurnished,New,3,9.9,2.98,8.5,8.6,6.8,8.6,4,4.2,29500000
Bodija,7.441512,3.907795,189,2,1,1,1,Bungalow,Furnished,New,2,8.1,0.14,9.4,8.3,9.0,10.0,5,5.0,81400000
Oluyole Estate,7.361262,3.850591,377,4,4,4,2,Duplex,Unfurnished,Renovated,3,7.1,1.92,7.9,9.0,9.0,9.6,4,4.2,45200000
Alalubosa,7.371783,3.860189,311,3,2,2,1,Bungalow,Unfurnished,Renovated,2,2.9,0.7,10.0,8.8,6.4,10.0,4,4.3,49500000
Akobo,7.389246,3.92824,186,2,3,3,1,Flat,Furnished,Old,1,10.6,2.74,7.8,7.4,7.6,7.8,3,3.5,19900000
Bodija,7.446881,3.9062,220,2,2,2,1,Bungalow,Unfurnished,New,3,4.0,1.97,8.8,10.0,9.0,10.0,5,5.0,48300000
Akobo,7.396589,3.925446,315,3,3,4,1,Bungalow,Semi-Furnished,New,2,10.4,0.3,4.6,6.9,6.2,6.6,3,3.5,16900000
Challenge,7.341496,3.87517,270,3,4,5,1,Terraced House,Semi-Furnished,Old,1,8.8,0.41,10.0,7.9,6.8,6.5,3,3.8,9700000
Agodi GRA,7.397509,3.889858,369,4,5,5,1,Bungalow,Semi-Furnished,New,3,6.3,1.47,10.0,10.0,9.0,8.2,4,4.7,150800000
Jericho,7.406107,3.886277,169,2,3,3,1,Bungalow,Furnished,New,4,7.2,0.73,10.0,10.0,9.0,9.5,4,4.8,84600000
Akobo,7.402027,3.922048,93,1,1,1,1,Flat,Unfurnished,Old,2,8.7,0.89,7.8,5.7,4.3,7.8,3,3.5,8000000
Oluyole Estate,7.359419,3.863947,355,4,4,4,2,Detached House,Unfurnished,New,1,5.6,1.25,7.0,7.5,7.0,8.5,4,4.2,28800000
Alalubosa,7.378739,3.842986,199,3,3,4,1,Bungalow,Furnished,Renovated,1,2.0,2.11,6.4,7.8,6.7,9.0,4,4.3,38900000
Samonda,7.437883,3.912432,211,3,2,3,1,Terraced House,Semi-Furnished,Old,0,8.9,0.79,6.4,7.8,6.7,6.5,3,3.2,17800000
Alalubosa,7.374351,3.864748,267,2,1,1,1,Bungalow,Unfurnished,Renovated,2,5.0,0.45,5.1,9.6,4.7,6.9,4,4.3,43500000
Oluyole Estate,7.357498,3.8661,203,2,1,1,1,Bungalow,Furnished,New,2,9.2,2.24,4.9,7.6,8.7,6.8,4,4.2,40100000
Agodi GRA,7.408823,3.911319,304,3,3,3,1,Bungalow,Furnished,Renovated,3,5.9,1.25,10.0,9.4,8.0,9.8,4,4.7,123800000
Challenge,7.349251,3.88072,179,2,1,1,1,Flat,Unfurnished,Renovated,0,11.9,2.99,7.3,5.8,6.4,8.0,3,3.8,6100000
Alalubosa,7.382588,3.867774,282,3,3,4,1,Bungalow,Unfurnished,Renovated,2,2.0,1.47,9.1,7.5,5.6,5.6,4,4.3,47100000
Jericho,7.410823,3.888158,351,3,3,3,1,Bungalow,Semi-Furnished,New,3,5.7,0.16,10.0,7.9,7.2,10.0,4,4.8,83400000
Challenge,7.336422,3.870701,287,3,3,3,2,Terraced House,Unfurnished,Renovated,1,12.6,1.22,8.6,6.3,8.3,7.6,3,3.8,12200000
Akobo,7.385794,3.92224,183,3,3,3,1,Terraced House,Unfurnished,Old,0,9.8,0.41,6.7,5.9,7.1,8.2,3,3.5,13900000
Alalubosa,7.378052,3.865912,231,2,3,3,1,Bungalow,Unfurnished,Renovated,2,3.1,0.74,10.0,8.9,6.4,9.2,4,4.3,43000000
Bodija,7.437494,3.917962,410,5,5,5,2,Detached House,Unfurnished,Old,3,12.5,1.35,9.6,8.7,9.0,10.0,5,5.0,103500000
Iyaganku GRA,7.397648,3.87971,379,4,3,3,1,Bungalow,Unfurnished,New,3,3.0,0.16,8.9,7.3,8.1,10.0,4,4.6,198100000
Bodija,7.434607,3.924003,507,5,4,4,1,Detached House,Semi-Furnished,Old,4,10.0,0.95,10.0,10.0,5.6,10.0,5,5.0,125100000
Jericho,7.388395,3.88599,392,4,4,5,1,Detached House,Semi-Furnished,Old,3,6.4,2.59,8.0,6.3,8.0,8.9,4,4.8,122300000
Bodija,7.434675,3.902609,526,5,4,5,3,Detached House,Semi-Furnished,Renovated,3,6.7,2.06,10.0,10.0,9.0,9.7,5,5.0,148100000
Agodi GRA,7.407275,3.899385,301,3,3,3,2,Duplex,Semi-Furnished,Renovated,3,5.4,2.77,9.7,9.5,6.9,10.0,4,4.7,142700000
Bodija,7.437763,3.905434,303,3,4,5,2,Duplex,Unfurnished,New,2,10.7,0.27,7.3,9.9,6.3,9.3,5,5.0,87600000
Oluyole Estate,7.363025,3.862924,306,3,3,3,1,Bungalow,Unfurnished,Old,2,5.4,0.31,8.4,5.1,8.9,8.3,4,4.2,29900000
Challenge,7.325905,3.877948,168,2,2,3,1,Flat,Unfurnished,Renovated,1,11.8,1.09,9.0,7.5,3.8,7.6,3,3.8,7100000
Alalubosa,7.378516,3.867995,350,3,3,4,1,Bungalow,Unfurnished,New,1,4.4,1.48,7.7,8.2,6.0,7.6,4,4.3,52100000
Iyaganku GRA,7.382398,3.860175,227,2,3,3,1,Bungalow,Furnished,Renovated,3,2.5,1.5,7.7,10.0,5.2,10.0,4,4.6,85000000
Akobo,7.400855,3.915487,338,4,5,5,1,Bungalow,Unfurnished,Renovated,1,16.5,2.43,6.8,7.3,5.6,6.0,3,3.5,18200000
Samonda,7.441447,3.911342,156,2,2,3,1,Terraced House,Unfurnished,Renovated,1,9.4,2.2,4.8,6.3,8.4,5.5,3,3.2,13200000
Akobo,7.404645,3.922388,176,3,4,6,1,Bungalow,Unfurnished,Old,1,13.0,0.87,6.9,7.1,3.6,5.7,3,3.5,12600000
Alalubosa,7.386348,3.85183,475,4,4,4,2,Duplex,Furnished,Old,2,8.2,0.85,7.4,7.5,7.5,9.8,4,4.3,89700000
Challenge,7.347673,3.878388,100,1,1,1,1,Mini Flat,Unfurnished,Old,1,10.1,1.89,7.6,9.2,8.8,6.4,3,3.8,5400000
Alalubosa,7.385703,3.861615,167,2,3,3,1,Bungalow,Unfurnished,New,3,2.2,2.86,6.7,6.9,8.2,8.2,4,4.3,39700000
Akobo,7.396769,3.907833,171,2,3,3,1,Flat,Unfurnished,New,1,12.4,2.27,6.8,6.4,6.5,7.6,3,3.5,17000000
Samonda,7.435026,3.914333,361,4,4,4,1,Bungalow,Unfurnished,Renovated,1,10.7,2.73,6.1,5.3,6.6,5.8,3,3.2,21200000
Jericho,7.404689,3.883822,386,3,2,2,2,Duplex,Semi-Furnished,Renovated,4,7.7,2.89,10.0,9.4,8.3,8.9,4,4.8,130800000
Iyaganku GRA,7.377771,3.873554,425,4,4,5,2,Duplex,Furnished,New,2,6.4,1.81,10.0,8.8,8.0,9.6,4,4.6,265300000
Challenge,7.333972,3.884378,297,4,5,6,1,Terraced House,Unfurnished,Renovated,0,16.3,2.7,7.4,6.6,8.0,7.1,3,3.8,11600000
Jericho,7.418293,3.880818,163,2,1,1,1,Bungalow,Semi-Furnished,New,4,4.4,1.03,10.0,10.0,5.3,9.0,4,4.8,52800000
Jericho,7.397048,3.887015,331,4,3,4,1,Detached House,Semi-Furnished,New,4,7.2,1.33,8.8,9.5,7.2,8.1,4,4.8,135600000
Samonda,7.442634,3.908776,91,1,1,1,1,Mini Flat,Unfurnished,Renovated,2,12.3,2.55,8.1,7.3,3.8,6.8,3,3.2,8100000
Alalubosa,7.381702,3.860624,175,2,3,3,1,Bungalow,Unfurnished,Old,3,3.0,1.61,4.6,7.1,4.7,6.8,4,4.3,27800000
Samonda,7.437504,3.916567,261,3,4,5,1,Bungalow,Furnished,Renovated,1,12.2,1.6,8.0,6.5,3.0,8.2,3,3.2,21700000
Bodija,7.444506,3.918903,339,4,5,6,2,Detached House,Furnished,New,3,7.7,2.27,10.0,9.3,8.8,10.0,5,5.0,126900000
Samonda,7.418083,3.914198,157,3,4,5,1,Terraced House,Unfurnished,Old,1,12.3,0.36,6.7,5.8,5.7,6.9,3,3.2,10100000
Bodija,7.432968,3.917281,365,4,4,5,1,Detached House,Furnished,New,2,5.8,1.56,9.8,9.7,9.0,10.0,5,5.0,143500000
Agodi GRA,7.42019,3.889213,431,4,4,6,3,Detached House,Semi-Furnished,New,2,7.6,2.87,9.6,10.0,5.6,10.0,4,4.7,179100000
Samonda,7.415805,3.899796,332,3,4,4,1,Bungalow,Unfurnished,Old,0,12.5,2.35,9.4,7.0,4.7,5.0,3,3.2,22800000
Alalubosa,7.376318,3.855903,273,3,4,5,1,Bungalow,Unfurnished,Renovated,1,3.6,2.55,9.5,8.3,7.2,9.1,4,4.3,67700000
Bodija,7.423769,3.911644,574,5,4,5,3,Detached House,Furnished,Renovated,4,7.3,2.07,10.0,9.1,6.9,10.0,5,5.0,203000000
Agodi GRA,7.399398,3.901815,460,4,5,6,3,Detached House,Semi-Furnished,New,2,5.8,0.5,7.8,10.0,9.0,8.4,4,4.7,251100000
Alalubosa,7.381748,3.854728,470,4,3,3,2,Duplex,Semi-Furnished,Renovated,3,2.7,1.5,8.0,6.8,6.0,7.4,4,4.3,96700000
Alalubosa,7.38978,3.866245,133,2,3,3,2,Terraced House,Unfurnished,Renovated,2,5.0,0.12,7.2,7.9,4.9,8.7,4,4.3,28800000
Akobo,7.412264,3.903795,302,3,4,5,1,Bungalow,Unfurnished,Renovated,2,12.9,0.5,5.5,4.5,6.7,6.1,3,3.5,19700000
Bodija,7.435431,3.925028,440,4,5,7,2,Duplex,Semi-Furnished,Renovated,3,6.5,1.03,7.4,10.0,8.7,8.8,5,5.0,115200000
Samonda,7.438678,3.906721,192,2,2,3,2,Terraced House,Unfurnished,Renovated,1,3.1,0.96,4.0,5.3,3.0,8.3,3,3.2,12100000
Oluyole Estate,7.364904,3.852062,190,3,4,4,1,Bungalow,Furnished,New,1,9.1,1.38,4.9,6.7,7.1,7.4,4,4.2,31300000
Bodija,7.431318,3.925495,595,5,4,5,1,Detached House,Unfurnished,Renovated,2,9.1,2.09,7.0,10.0,8.8,10.0,5,5.0,113400000
Agodi GRA,7.397409,3.917691,438,4,5,5,2,Detached House,Furnished,Renovated,3,5.1,2.63,6.5,6.9,6.4,9.8,4,4.7,172000000
Jericho,7.402275,3.869421,353,3,4,5,2,Duplex,Semi-Furnished,Renovated,3,6.0,0.4,8.7,8.4,8.1,9.9,4,4.8,104200000
Samonda,7.434557,3.90239,57,1,1,2,1,Mini Flat,Unfurnished,Renovated,0,7.5,0.37,5.6,7.3,4.4,5.6,3,3.2,3700000
Alalubosa,7.385724,3.869384,383,5,4,5,1,Bungalow,Semi-Furnished,Old,3,2.1,1.12,9.4,8.9,9.0,8.0,4,4.3,65500000
Akobo,7.404652,3.92407,184,2,1,1,1,Bungalow,Furnished,Renovated,1,12.5,0.74,4.4,7.9,4.7,6.4,3,3.5,16800000
Oluyole Estate,7.368272,3.858589,369,3,3,3,1,Bungalow,Unfurnished,Renovated,1,5.8,2.08,6.7,8.7,5.3,7.4,4,4.2,39500000
Oluyole Estate,7.367269,3.848777,245,2,2,4,1,Bungalow,Unfurnished,Renovated,2,4.7,1.9,8.6,7.8,7.9,7.8,4,4.2,32500000
Oluyole Estate,7.360693,3.858493,334,4,4,4,1,Bungalow,Semi-Furnished,Renovated,1,5.9,1.83,7.6,6.7,6.5,9.7,4,4.2,44000000
Samonda,7.421531,3.923578,97,2,3,4,1,Flat,Unfurnished,Old,1,5.7,2.71,5.7,4.0,3.0,4.0,3,3.2,9700000
Akobo,7.380088,3.916968,182,2,1,2,1,Flat,Unfurnished,New,0,14.0,2.86,7.8,7.9,9.0,7.4,3,3.5,11500000
Oluyole Estate,7.350419,3.854907,371,3,2,3,1,Bungalow,Furnished,Old,3,6.2,2.13,7.9,6.7,5.7,6.9,4,4.2,47800000
Jericho,7.412879,3.870504,570,5,4,5,3,Detached House,Furnished,Renovated,3,4.3,1.54,10.0,5.6,8.1,7.9,4,4.8,154100000
Samonda,7.437132,3.906425,103,1,1,3,1,Mini Flat,Unfurnished,Renovated,1,9.6,0.83,5.3,7.0,4.2,6.5,3,3.2,7100000
Jericho,7.394288,3.887075,560,5,4,4,1,Detached House,Furnished,New,4,5.3,2.24,7.2,9.8,9.0,8.7,4,4.8,239600000
Samonda,7.435241,3.929046,265,3,3,3,1,Bungalow,Unfurnished,Old,1,9.8,0.4,4.8,4.0,6.5,4.8,3,3.2,16700000
Alalubosa,7.387591,3.866718,454,4,4,5,2,Duplex,Unfurnished,Renovated,2,4.3,0.81,7.0,8.3,7.1,7.6,4,4.3,67800000
Samonda,7.42829,3.9126,100,2,2,2,1,Flat,Unfurnished,Old,2,9.9,2.27,4.9,4.8,6.2,5.5,3,3.2,9400000
Akobo,7.393277,3.917773,151,1,2,3,1,Flat,Semi-Furnished,Old,1,11.2,2.85,7.2,6.0,8.0,6.1,3,3.5,11300000
Jericho,7.412894,3.884338,404,4,4,5,2,Detached House,Unfurnished,New,2,7.9,0.22,8.6,10.0,9.0,6.9,4,4.8,153100000
Bodija,7.425092,3.922079,223,2,2,3,1,Bungalow,Furnished,New,3,7.7,2.24,9.0,10.0,8.7,10.0,5,5.0,108400000
Samonda,7.429551,3.918635,283,4,3,5,2,Terraced House,Unfurnished,Renovated,2,9.2,0.57,5.1,5.4,4.1,5.3,3,3.2,27300000
Bodija,7.425188,3.914339,409,5,5,5,2,Detached House,Semi-Furnished,New,4,8.9,0.66,10.0,10.0,8.9,10.0,5,5.0,153500000
Bodija,7.432174,3.916938,323,4,5,6,1,Detached House,Unfurnished,Old,3,9.9,2.13,8.3,8.2,7.7,10.0,5,5.0,73400000
Samonda,7.437344,3.915274,226,3,3,4,2,Terraced House,Unfurnished,New,1,11.0,2.41,5.6,4.0,6.4,5.2,3,3.2,21200000
Iyaganku GRA,7.386361,3.873211,400,4,4,4,1,Detached House,Furnished,New,3,8.1,2.08,8.7,7.9,7.4,10.0,4,4.6,300300000
Agodi GRA,7.422697,3.892885,490,5,5,7,3,Detached House,Furnished,Renovated,3,8.6,1.93,9.9,10.0,6.2,8.4,4,4.7,205500000
Bodija,7.447457,3.915847,280,3,4,5,2,Duplex,Furnished,New,2,7.4,0.51,6.8,9.4,9.0,10.0,5,5.0,135500000
Jericho,7.400476,3.882023,439,4,4,6,2,Duplex,Semi-Furnished,Renovated,3,6.8,0.65,9.4,7.3,6.8,10.0,4,4.8,107000000
Bodija,7.435873,3.906418,343,4,5,6,2,Duplex,Semi-Furnished,New,3,6.9,2.17,10.0,10.0,9.0,8.5,5,5.0,135200000
Bodija,7.451,3.905364,323,4,5,6,1,Bungalow,Semi-Furnished,Renovated,4,8.4,2.66,8.5,10.0,9.0,10.0,5,5.0,139100000
Iyaganku GRA,7.404686,3.870465,244,2,3,4,1,Bungalow,Furnished,New,2,3.9,2.65,10.0,9.8,5.3,8.2,4,4.6,132800000
Bodija,7.433074,3.913964,513,5,4,4,3,Detached House,Unfurnished,Old,2,9.3,2.19,8.6,10.0,7.2,10.0,5,5.0,123400000
Oluyole Estate,7.361467,3.841995,234,2,3,4,1,Bungalow,Unfurnished,Renovated,2,7.6,0.97,8.5,9.1,9.0,7.0,4,4.2,36300000
Jericho,7.406364,3.880004,463,5,5,5,2,Duplex,Furnished,Renovated,3,8.6,0.75,10.0,7.4,9.0,9.3,4,4.8,143800000
Apete,7.435277,3.85803,72,1,1,2,1,Mini Flat,Unfurnished,Old,2,14.1,2.48,5.9,6.7,3.0,5.8,2,2.8,3500000
Samonda,7.429084,3.908329,81,2,3,3,1,Flat,Unfurnished,Old,1,11.9,2.49,7.2,5.5,5.3,6.4,3,3.2,7300000
Alalubosa,7.378902,3.855971,224,2,2,2,2,Terraced House,Furnished,Renovated,2,4.9,0.54,7.1,8.9,6.8,8.1,4,4.3,58800000
Alalubosa,7.387958,3.865184,200,2,3,3,1,Bungalow,Furnished,Renovated,1,3.5,0.77,4.0,9.4,6.9,7.3,4,4.3,35100000
Bodija,7.431903,3.924821,471,4,3,4,1,Detached House,Semi-Furnished,New,4,9.2,2.4,10.0,8.0,9.0,10.0,5,5.0,126400000
Akobo,7.392869,3.915532,158,2,3,3,2,Terraced House,Unfurnished,Old,1,6.4,0.19,4.4,8.4,5.6,7.0,3,3.5,12900000
Akobo,7.392671,3.913603,193,3,2,2,2,Terraced House,Unfurnished,Old,1,10.2,1.63,5.3,8.3,7.2,6.5,3,3.5,11600000
Oluyole Estate,7.362838,3.855029,463,4,5,5,2,Duplex,Semi-Furnished,Renovated,2,7.1,0.36,7.8,7.2,8.1,7.4,4,4.2,59200000
Jericho,7.41035,3.886188,379,4,3,3,2,Duplex,Semi-Furnished,Old,3,7.1,2.64,7.3,10.0,9.0,9.1,4,4.8,123200000
Challenge,7.338191,3.882233,352,4,3,3,1,Bungalow,Unfurnished,Old,1,11.1,1.54,9.5,6.7,3.7,6.3,3,3.8,14600000
Alalubosa,7.383986,3.848646,337,4,3,4,2,Detached House,Unfurnished,New,2,4.2,2.86,8.7,5.9,7.1,9.4,4,4.3,86700000
Samonda,7.427162,3.914267,266,4,4,5,1,Terraced House,Unfurnished,New,2,7.8,0.8,7.8,6.0,3.0,6.0,3,3.2,29700000
Oluyole Estate,7.353599,3.856755,378,4,5,6,2,Duplex,Furnished,New,1,9.0,2.34,6.1,9.2,8.7,8.2,4,4.2,67900000
Challenge,7.346003,3.879753,173,2,1,2,1,Flat,Unfurnished,Renovated,1,14.1,2.08,8.0,7.0,3.4,5.5,3,3.8,8300000
Iyaganku GRA,7.386127,3.863789,383,3,3,3,2,Duplex,Semi-Furnished,Renovated,3,3.8,0.39,7.8,9.9,8.7,8.0,4,4.6,143500000
Samonda,7.431671,3.915056,73,1,1,1,1,Mini Flat,Unfurnished,Old,1,8.6,2.07,4.7,4.6,7.6,5.9,3,3.2,7200000
Agodi GRA,7.394662,3.891162,573,6,5,5,1,Detached House,Semi-Furnished,New,4,6.8,2.89,8.6,7.7,9.0,9.1,4,4.7,230000000
Bodija,7.435682,3.910765,186,2,2,3,1,Bungalow,Unfurnished,New,3,7.5,0.62,10.0,8.6,6.7,10.0,5,5.0,70300000
Akobo,7.402537,3.917213,257,3,2,3,2,Terraced House,Unfurnished,Old,0,14.4,2.4,7.8,8.8,7.4,7.0,3,3.5,18200000
Akobo,7.399468,3.918198,303,4,4,4,1,Bungalow,Semi-Furnished,New,2,9.5,1.53,9.9,7.4,3.6,6.0,3,3.5,22600000
Iyaganku GRA,7.401161,3.869387,352,4,5,6,3,Detached House,Furnished,New,4,2.7,1.64,5.6,7.9,9.0,7.2,4,4.6,175000000
Samonda,7.435994,3.907754,231,3,4,4,1,Terraced House,Unfurnished,Old,1,10.1,1.02,4.2,4.7,3.3,7.2,3,3.2,17600000
Challenge,7.34969,3.881685,72,1,1,1,1,Mini Flat,Unfurnished,Old,2,10.0,0.4,6.0,5.3,6.6,6.9,3,3.8,3400000
Oluyole Estate,7.377162,3.862323,173,2,1,2,2,Terraced House,Semi-Furnished,Renovated,2,8.5,1.0,7.2,9.3,7.2,9.1,4,4.2,23700000
Akobo,7.407884,3.917865,368,4,3,4,1,Bungalow,Unfurnished,New,2,10.4,2.39,4.9,6.7,3.0,7.9,3,3.5,28000000
Iyaganku GRA,7.394945,3.876165,378,4,3,3,2,Duplex,Semi-Furnished,Old,2,4.6,2.53,10.0,9.2,5.9,8.4,4,4.6,163800000
